danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,dance_style
0.533,0.844,-5.04,0.0302,0.00529,8.91e-05,0.0722,0.712,123.971,Breaking
0.586,0.437,-12.673,0.0326,0.786,0.00335,0.144,0.2,94.008,Contemporary
0.568,0.369,-8.758,0.127,0.81,1.77e-05,0.168,0.243,134.789,Hip Hop
0.572,0.794,-5.159,0.0339,0.837,0.0,0.778,0.784,157.977,Salsa
0.506,0.853,-9.989,0.0488,5.61e-05,0.097,0.347,0.594,145.691,Ballet
0.653,0.419,-7.974,0.0312,0.845,0.0,0.106,0.402,109.948,Contemporary
0.82,0.816,-5.738,0.0584,0.355,2.79e-05,0.0695,0.965,122.966,Contemporary
0.594,0.587,-8.705,0.0268,0.413,0.00013,0.0904,0.448,85.002,Hip Hop
0.647,0.78,-3.739,0.0401,0.484,0.0,0.103,0.668,117.017,K-Pop
0.649,0.57,-6.17,0.029,0.174,1.01e-05,0.496,0.506,110.061,Hip Hop
0.656,0.805,-5.589,0.0841,0.00841,0.0887,0.36,0.569,75.0,K-Pop
0.688,0.536,-12.154,0.0626,0.246,0.0,0.281,0.929,106.06,Salsa
0.739,0.71,-7.269,0.0903,0.917,0.783,0.231,0.614,79.982,Ballet
0.284,0.502,-7.693,0.0312,0.574,2.33e-05,0.134,0.494,148.888,Ballet
0.543,0.854,-8.66,0.0418,0.039,0.142,0.48,0.424,115.129,Hip Hop
0.857,0.427,-8.638,0.112,0.281,0.0,0.108,0.366,130.033,Hip Hop
0.776,0.944,-3.686,0.0642,0.127,0.00016,0.0595,0.702,120.006,Hip Hop
0.582,0.794,-8.445,0.0377,0.000523,0.236,0.141,0.465,129.968,Breaking
0.683,0.765,-9.362,0.0412,0.0124,0.000454,0.21,0.666,172.049,Salsa
0.639,0.767,-4.997,0.0928,0.13,0.0,0.205,0.54,154.032,Contemporary
0.115,0.328,-11.154,0.0416,0.911,0.771,0.101,0.0611,51.096,Ballet
0.28,0.453,-10.706,0.124,0.0791,0.000129,0.564,0.296,75.16,Hip Hop
0.671,0.762,-4.028,0.0511,0.0594,0.0,0.168,0.535,126.02,Contemporary
0.792,0.808,-15.038,0.0959,8.22e-05,0.601,0.14,0.922,125.0,Breaking
0.205,0.761,-27.353,0.0703,0.583,0.217,0.601,0.0111,116.417,Ballet
0.725,0.706,-4.766,0.121,0.193,0.0,0.109,0.667,120.042,K-Pop
0.694,0.515,-8.663,0.0736,0.00666,0.622,0.0884,0.566,128.246,Contemporary
0.738,0.558,-12.088,0.0423,0.000663,0.163,0.17,0.601,80.03,Ballet
0.468,0.692,-4.015,0.0295,0.0202,2.39e-06,0.523,0.561,78.009,Contemporary
0.606,0.636,-3.182,0.0434,0.029,0.0,0.095,0.0768,127.981,Breaking
0.625,0.114,-14.862,0.0457,0.966,0.952,0.0928,0.473,113.466,Ballet
0.64,0.552,-7.338,0.0284,0.416,0.0,0.0787,0.466,92.478,Hip Hop
0.674,0.513,-6.53,0.0887,0.437,0.0,0.0818,0.63,67.524,K-Pop
0.534,0.683,-12.996,0.0358,0.00915,0.894,0.0966,0.627,120.028,Breaking
0.571,0.724,-9.002,0.0282,0.274,0.927,0.109,0.55,101.247,Hip Hop
0.824,0.652,-7.626,0.0498,0.283,0.00055,0.127,0.796,119.968,K-Pop
0.101,0.241,-17.526,0.0376,0.819,0.944,0.14,0.0369,90.234,Ballet
0.633,0.619,-9.53,0.0336,0.257,0.0,0.0631,0.924,135.181,Ballet
0.456,0.991,-1.475,0.205,0.00281,0.85,0.218,0.186,173.955,K-Pop
0.605,0.371,-10.487,0.0431,0.396,0.0,0.147,0.496,149.566,Contemporary
0.626,0.859,-3.943,0.0408,0.00364,1.89e-05,0.131,0.113,123.021,Breaking
0.699,0.672,-8.525,0.0377,0.447,0.0,0.0333,0.77,86.842,Salsa
0.719,0.753,-8.516,0.0565,0.0198,0.00128,0.125,0.777,171.999,Salsa
0.19,0.107,-17.862,0.0481,0.961,0.848,0.122,0.0506,76.077,Ballet
0.473,0.945,-5.647,0.14,0.0402,0.000181,0.766,0.51,119.922,Hip Hop
0.699,0.605,-6.109,0.0271,0.302,0.000347,0.227,0.675,125.02,Contemporary
0.456,0.285,-8.768,0.0501,0.769,0.0,0.125,0.282,129.262,Contemporary
0.333,0.114,-21.255,0.0453,0.906,0.96,0.119,0.0566,141.839,Ballet
0.593,0.791,-5.162,0.165,0.0343,0.0,0.0654,0.881,171.935,Hip Hop
0.488,0.815,-4.354,0.0438,0.0148,0.00207,0.0744,0.0654,174.994,Breaking
0.64,0.844,-8.412,0.0374,0.395,0.933,0.0827,0.364,119.042,Hip Hop
0.651,0.0816,-23.961,0.0643,0.987,0.86,0.219,0.293,72.025,K-Pop
0.636,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956,Contemporary
0.681,0.658,-5.646,0.0363,0.473,0.0,0.459,0.627,131.802,Salsa
0.821,0.636,-4.479,0.169,0.142,0.0,0.233,0.163,127.961,Hip Hop
0.558,0.935,-3.552,0.038,2.39e-05,0.784,0.343,0.604,103.974,K-Pop
0.423,0.612,-6.238,0.0376,0.155,0.0,0.109,0.32,180.027,Contemporary
0.644,0.913,-8.782,0.0559,0.00656,0.883,0.0809,0.45,134.002,Breaking
0.619,0.0327,-20.273,0.0371,0.995,0.712,0.0865,0.0785,102.884,Ballet
0.158,0.281,-8.069,0.0376,0.957,0.0062,0.104,0.0485,74.409,Ballet
0.788,0.795,-3.676,0.0948,0.031,0.0,0.0302,0.703,98.004,K-Pop
0.551,0.224,-13.374,0.0424,0.812,0.864,0.102,0.134,86.044,Ballet
0.339,0.208,-16.725,0.0308,0.396,0.000519,0.18,0.288,98.54,Hip Hop
0.571,0.911,-4.156,0.0382,0.133,0.000127,0.102,0.345,124.036,Contemporary
0.605,0.983,-2.957,0.0857,0.00222,0.0,0.362,0.775,142.118,K-Pop
0.682,0.9,-5.028,0.0874,0.0884,0.063,0.0685,0.937,100.721,Contemporary
0.849,0.701,-4.407,0.06,0.407,0.0,0.112,0.505,98.005,Salsa
0.232,0.408,-13.243,0.0379,0.968,0.503,0.375,0.152,112.527,Ballet
0.722,0.496,-7.554,0.0327,0.223,0.000507,0.103,0.645,92.007,K-Pop
0.298,0.044,-20.176,0.035,0.983,0.124,0.101,0.115,85.708,Contemporary
0.54,0.624,-12.071,0.212,0.0037,0.83,0.0738,0.109,134.358,Breaking
0.602,0.718,-3.679,0.0473,0.00028,0.847,0.132,0.0468,174.976,Breaking
0.505,0.53,-9.391,0.0499,0.00437,0.164,0.0513,0.682,84.77,Hip Hop
0.748,0.563,-12.641,0.0375,0.0224,0.847,0.0867,0.848,130.367,Breaking
0.558,0.312,-11.001,0.0363,0.782,0.0,0.105,0.309,148.534,Contemporary
0.75,0.856,-5.802,0.0457,0.0778,3.65e-05,0.117,0.94,130.034,Hip Hop
0.571,0.924,-4.727,0.197,0.179,4.07e-06,0.719,0.5,121.056,Salsa
0.657,0.43,-10.202,0.0314,0.534,0.000238,0.12,0.335,91.967,Contemporary
0.875,0.555,-5.871,0.076,0.179,0.0,0.124,0.59,99.997,Hip Hop
0.686,0.677,-7.064,0.162,0.153,0.0,0.0906,0.365,114.988,Contemporary
0.56,0.872,-4.269,0.14,0.0239,6.98e-06,0.371,0.682,126.05,Contemporary
0.525,0.58,-6.015,0.0301,0.386,0.0,0.0889,0.29,79.07,Hip Hop
0.634,0.315,-9.751,0.0297,0.67,0.0,0.125,0.716,98.069,Salsa
0.628,0.484,-11.867,0.0249,0.548,0.909,0.119,0.297,104.993,Hip Hop
0.681,0.969,-2.73,0.0649,0.355,0.0132,0.0635,0.516,147.986,Breaking
0.246,0.0603,-20.853,0.0395,0.974,0.051,0.104,0.0386,75.979,Ballet
0.579,0.608,-5.628,0.0265,0.347,0.00224,0.11,0.398,95.979,K-Pop
0.716,0.944,-7.033,0.0393,0.00299,0.863,0.123,0.281,121.982,Breaking
0.725,0.434,-8.768,0.192,0.0911,0.789,0.119,0.957,179.936,Ballet
0.682,0.254,-11.478,0.0499,0.232,0.885,0.118,0.297,150.038,Ballet
0.742,0.684,-5.188,0.132,0.19,0.0,0.146,0.655,105.956,Contemporary
0.66,0.639,-6.61,0.0286,0.345,0.00109,0.0775,0.227,124.068,Contemporary
0.479,0.0898,-19.225,0.0559,0.988,0.803,0.11,0.155,125.426,Ballet
0.737,0.792,-4.117,0.0416,0.102,0.0,0.0532,0.543,104.012,Breaking
0.664,0.705,-4.972,0.0382,0.0654,0.0,0.118,0.477,122.016,Contemporary
0.796,0.517,-8.032,0.0793,0.494,0.0,0.134,0.803,127.986,Salsa
0.67,0.367,-4.978,0.0484,0.716,0.164,0.103,0.743,124.916,Salsa
0.475,0.695,-5.919,0.102,0.0159,0.0,0.125,0.552,100.009,K-Pop
0.706,0.772,-6.347,0.0288,0.214,0.0,0.723,0.735,116.969,Salsa
0.71,0.822,-6.15,0.192,0.445,0.0,0.0689,0.689,118.037,Salsa
0.609,0.0866,-19.163,0.0412,0.912,0.0,0.113,0.411,167.892,Contemporary
0.372,0.0651,-24.487,0.0511,0.984,0.858,0.132,0.219,64.066,Ballet
0.856,0.617,-5.308,0.084,0.171,0.0,0.0857,0.759,136.081,K-Pop
0.802,0.849,-6.753,0.092,0.246,0.0,0.135,0.936,104.816,Salsa
0.679,0.95,-6.76,0.0614,0.0707,0.948,0.114,0.0495,119.905,Hip Hop
0.824,0.62,-7.562,0.199,0.0736,0.0,0.115,0.412,96.448,K-Pop
0.695,0.83,-5.222,0.0369,0.37,9.71e-06,0.194,0.808,93.375,Salsa
0.69,0.706,-8.519,0.0328,0.681,4.43e-06,0.13,0.881,134.083,Salsa
0.725,0.744,-12.683,0.0548,0.802,0.887,0.108,0.0382,140.046,Ballet
0.713,0.673,-5.924,0.0446,0.00844,0.219,0.164,0.66,130.014,K-Pop
0.661,0.786,-3.428,0.0401,0.0548,0.0,0.443,0.61,130.866,K-Pop
0.626,0.949,-6.927,0.0527,0.643,2.5e-05,0.361,0.97,184.074,Salsa
0.694,0.825,-4.825,0.0285,0.0012,0.0,0.22,0.747,117.008,K-Pop
0.68,0.802,-6.073,0.0377,0.138,0.0,0.0783,0.754,124.059,Breaking
0.729,0.202,-8.51,0.058,0.682,0.915,0.111,0.356,89.991,Ballet
0.741,0.383,-6.107,0.108,0.311,0.0,0.109,0.475,113.969,Contemporary
0.459,0.591,-7.314,0.0298,0.0596,0.00476,0.105,0.489,79.951,Contemporary
0.595,0.901,-6.081,0.036,0.116,0.0401,0.178,0.814,153.239,Contemporary
0.35,0.599,-10.519,0.079,0.111,0.00707,0.369,0.107,84.971,Hip Hop
0.464,0.312,-11.254,0.033,0.798,4.02e-05,0.0953,0.435,90.939,Salsa
0.327,0.425,-11.577,0.027,0.878,0.000873,0.18,0.165,93.946,Ballet
0.734,0.594,-7.167,0.0429,0.202,4.03e-06,0.15,0.234,122.983,K-Pop
0.28,0.159,-12.936,0.0392,0.652,0.627,0.0948,0.0393,58.714,K-Pop
0.533,0.36,-12.633,0.0282,0.0805,1.03e-05,0.0631,0.299,131.229,Contemporary
0.455,0.458,-8.95,0.0325,0.884,0.681,0.282,0.668,144.347,Salsa
0.132,0.0447,-20.733,0.0401,0.983,0.925,0.13,0.0388,89.704,Ballet
0.454,0.447,-11.441,0.171,0.687,0.0,0.715,0.206,81.101,Ballet
0.438,0.961,-3.504,0.0825,2.59e-05,3.05e-06,0.134,0.445,90.004,K-Pop
0.423,0.602,-8.757,0.0484,0.193,0.0,0.0784,0.791,177.975,Hip Hop
0.397,0.343,-13.172,0.121,0.883,8.32e-05,0.236,0.602,167.691,Salsa
0.315,0.296,-13.262,0.0315,0.771,0.0,0.702,0.435,173.509,Contemporary
0.402,0.954,-5.067,0.0927,0.000191,0.839,0.254,0.0383,155.038,Breaking
0.495,0.942,-2.77,0.129,0.00526,0.00883,0.0874,0.404,176.058,K-Pop
0.792,0.848,-6.507,0.0355,0.398,1.26e-06,0.0636,0.913,96.319,Salsa
0.914,0.775,-4.75,0.201,0.0532,0.0,0.0327,0.544,112.338,Hip Hop
0.473,0.493,-6.733,0.0302,0.84,6.57e-06,0.0915,0.54,169.998,Contemporary
0.719,0.989,-7.293,0.0781,9.28e-06,0.883,0.192,0.831,89.122,Hip Hop
0.913,0.846,-6.203,0.0831,0.0131,0.92,0.152,0.672,123.999,Breaking
0.223,0.666,-7.537,0.0443,0.00506,0.00431,0.327,0.0769,91.036,Contemporary
0.605,0.733,-4.684,0.0616,0.124,0.0,0.0786,0.489,125.029,Breaking
0.4,0.148,-12.625,0.0341,0.95,0.0,0.132,0.486,70.628,Ballet
0.615,0.84,-5.811,0.0274,0.0576,0.000135,0.229,0.738,147.984,K-Pop
0.607,0.827,-4.282,0.0484,0.289,2.95e-06,0.719,0.552,100.062,Contemporary
0.358,0.929,-5.422,0.0449,9.18e-05,0.0,0.264,0.524,196.027,Ballet
0.504,0.327,-9.49,0.0367,0.902,7.63e-06,0.445,0.299,132.803,Ballet
0.57,0.468,-4.192,0.047,0.758,0.0,0.206,0.335,137.855,Contemporary
0.724,0.674,-6.154,0.0264,0.16,7.91e-05,0.0652,0.894,140.981,K-Pop
0.677,0.135,-15.654,0.119,0.988,0.934,0.0783,0.268,78.898,Ballet
0.755,0.536,-5.605,0.12,0.114,0.0,0.0282,0.882,138.969,Breaking
0.721,0.938,-3.62,0.04,0.547,2.6e-05,0.219,0.676,173.408,Salsa
0.649,0.912,-6.824,0.0463,0.53,0.021,0.123,0.864,94.407,Salsa
0.556,0.473,-7.631,0.0403,0.803,0.0,0.573,0.388,149.836,Contemporary
0.55,0.698,-6.743,0.0482,0.409,0.00016,0.303,0.687,138.254,Hip Hop
0.546,0.15,-8.392,0.0344,0.815,1.51e-06,0.118,0.44,87.461,K-Pop
0.476,0.677,-6.29,0.0344,0.649,1.31e-06,0.0758,0.653,97.51,Hip Hop
0.64,0.258,-12.636,0.111,0.187,0.812,0.102,0.158,79.903,Ballet
0.874,0.826,-6.219,0.179,0.116,0.0298,0.0917,0.691,129.911,Contemporary
0.298,0.536,-10.784,0.0358,0.00849,0.901,0.247,0.128,132.107,K-Pop
0.427,0.0916,-15.364,0.039,0.977,0.000235,0.0855,0.111,100.7,Contemporary
0.213,0.591,-4.845,0.0382,0.976,0.915,0.165,0.0629,88.024,Ballet
0.907,0.806,-7.072,0.0807,0.00211,8.46e-06,0.0882,0.506,117.514,Breaking
0.44,0.833,-4.79,0.0325,0.0308,0.0,0.094,0.335,94.995,Hip Hop
0.649,0.336,-12.053,0.0299,0.27,0.0,0.137,0.47,71.967,Contemporary
0.524,0.765,-2.625,0.184,0.319,0.0,0.332,0.475,157.487,Contemporary
0.661,0.899,-6.62,0.0384,0.244,0.0921,0.177,0.699,156.879,Hip Hop
0.683,0.668,-8.36,0.0749,0.833,2.75e-06,0.0548,0.77,132.192,Contemporary
0.367,0.0264,-21.3,0.0403,0.985,0.915,0.0876,0.15,69.903,Ballet
0.78,0.473,-17.316,0.0833,0.488,0.922,0.112,0.676,121.739,Breaking
0.707,0.716,-3.564,0.0304,0.503,8.82e-06,0.0875,0.965,110.014,Hip Hop
0.764,0.749,-7.412,0.132,0.13,0.0,0.264,0.912,101.515,Breaking
0.766,0.555,-11.37,0.0342,0.491,0.0,0.0503,0.806,120.062,Hip Hop
0.363,0.914,-2.899,0.0983,0.00183,0.0,0.335,0.678,177.968,K-Pop
0.746,0.541,-7.501,0.166,0.00849,0.401,0.104,0.428,189.99,Ballet
0.597,0.865,-4.972,0.14,0.00468,0.000107,0.416,0.413,127.023,Breaking
0.766,0.354,-9.486,0.0543,0.595,0.0,0.381,0.792,153.902,Contemporary
0.678,0.743,-4.311,0.0291,0.18,0.0,0.158,0.559,127.957,Salsa
0.731,0.617,-6.975,0.0428,0.0355,0.000102,0.147,0.417,139.983,Salsa
0.611,0.697,-12.596,0.0347,0.164,0.935,0.0846,0.0388,123.037,Breaking
0.625,0.564,-6.382,0.0356,0.386,0.0,0.145,0.781,152.11,Salsa
0.816,0.538,-6.354,0.0617,0.0142,0.000496,0.099,0.156,97.054,Salsa
0.753,0.516,-9.647,0.0662,0.372,0.0,0.0647,0.862,92.068,Salsa
0.183,0.274,-14.184,0.0346,0.95,0.00202,0.0629,0.259,103.624,Ballet
0.475,0.522,-3.32,0.0271,0.458,0.0,0.146,0.227,147.919,Salsa
0.543,0.728,-5.403,0.0292,0.0154,1.42e-05,0.136,0.257,132.001,K-Pop
0.723,0.871,-6.934,0.0728,0.00222,0.00606,0.0501,0.677,123.784,Breaking
0.562,0.519,-8.744,0.0326,0.557,0.000268,0.172,0.415,122.925,Contemporary
0.708,0.418,-7.015,0.0472,0.778,0.0,0.112,0.603,96.565,Salsa
0.475,0.149,-11.429,0.0395,0.844,0.0,0.14,0.318,95.423,Contemporary
0.707,0.292,-9.767,0.0309,0.724,0.00235,0.235,0.637,80.016,K-Pop
0.668,0.614,-5.492,0.0522,0.36,0.000168,0.312,0.5,95.073,Hip Hop
0.276,0.0139,-27.094,0.0454,0.963,0.588,0.111,0.0399,80.161,Ballet
0.436,0.849,-5.279,0.0689,0.0122,0.0,0.122,0.696,82.465,Contemporary
0.809,0.388,-7.569,0.0304,0.561,0.0,0.181,0.502,121.959,Salsa
0.436,0.811,-5.691,0.138,0.547,0.0,0.614,0.653,119.053,Salsa
0.486,0.35,-7.873,0.0776,0.148,3.28e-05,0.0696,0.124,195.72,K-Pop
0.286,0.729,-9.036,0.0566,0.0122,0.924,0.101,0.536,171.93,Hip Hop
0.457,0.814,-4.431,0.0528,0.053,0.0,0.341,0.514,158.077,K-Pop
0.456,0.834,-2.376,0.0385,0.143,0.0,0.114,0.194,140.137,Breaking
0.61,0.404,-8.576,0.198,0.864,1.75e-06,0.0741,0.968,173.039,Hip Hop
0.711,0.894,-3.798,0.21,0.116,0.0,0.0789,0.453,173.934,Breaking
0.374,0.778,-4.466,0.0363,0.1,0.199,0.107,0.484,133.85,Contemporary
0.758,0.983,-7.401,0.0497,0.00064,0.859,0.109,0.147,127.997,Breaking
0.786,0.525,-7.373,0.13,0.14,0.0,0.199,0.686,130.077,Hip Hop
0.689,0.446,-10.054,0.0537,0.244,0.89,0.125,0.562,153.992,Ballet
0.724,0.626,-6.833,0.0424,0.636,8.46e-05,0.0516,0.893,174.98,Salsa
0.499,0.803,-4.153,0.0437,0.49,2.03e-05,0.118,0.688,150.084,Salsa
0.675,0.924,-4.879,0.113,0.287,0.0,0.256,0.643,120.069,Salsa
0.574,0.152,-15.127,0.0288,0.939,0.002,0.0853,0.294,107.714,Ballet
0.751,0.636,-4.791,0.0437,0.0479,0.0,0.354,0.535,127.953,Breaking
0.69,0.861,-5.908,0.027,0.057,0.0254,0.0892,0.833,138.335,K-Pop
0.509,0.965,-3.007,0.129,0.257,0.0,0.4,0.755,97.006,K-Pop
0.818,0.757,-3.718,0.0576,0.75,0.000237,0.162,0.889,110.065,Salsa
0.68,0.849,-5.295,0.0444,0.00746,0.0694,0.108,0.806,106.486,Hip Hop
0.87,0.641,-5.393,0.0629,0.00204,0.000302,0.0803,0.668,117.954,Breaking
0.14,0.0109,-26.251,0.0552,0.863,0.966,0.121,0.0721,139.841,Ballet
0.409,0.223,-13.886,0.0296,0.947,0.0123,0.0635,0.173,89.877,Ballet
0.529,0.981,-1.278,0.131,0.15,0.0,0.401,0.501,97.583,K-Pop
0.355,0.215,-18.632,0.0465,0.987,0.957,0.331,0.65,80.606,Ballet
0.513,0.779,-6.644,0.0362,0.163,1.21e-05,0.698,0.618,163.98,Salsa
0.473,0.863,-3.536,0.0769,0.0148,0.104,0.376,0.483,139.925,Breaking
0.647,0.821,-11.312,0.0535,0.564,0.000629,0.235,0.969,169.131,Contemporary
0.61,0.265,-15.568,0.0514,0.921,4.71e-05,0.0949,0.152,90.955,Salsa
0.579,0.967,-3.208,0.124,0.00586,0.0,0.333,0.17,159.952,Breaking
0.279,0.0509,-18.247,0.0371,0.981,0.945,0.11,0.0401,80.689,Ballet
0.467,0.517,-9.914,0.0366,0.785,0.936,0.0926,0.314,170.032,Hip Hop
0.549,0.433,-8.526,0.0327,0.906,0.0108,0.0774,0.486,116.068,Hip Hop
0.224,0.915,-3.299,0.0696,0.000313,0.000285,0.0916,0.381,101.766,Ballet
0.626,0.85,-8.646,0.053,0.00935,0.899,0.326,0.194,144.003,Breaking
0.779,0.805,-11.012,0.0404,4.7e-06,0.908,0.102,0.796,130.598,Breaking
0.782,0.827,-4.219,0.0627,0.159,0.0,0.226,0.498,104.032,Hip Hop
0.76,0.306,-15.334,0.059,0.951,0.897,0.133,0.685,120.029,Ballet
0.473,0.431,-8.172,0.0305,0.493,0.0,0.0752,0.283,143.862,K-Pop
0.212,0.147,-19.979,0.0406,0.969,0.898,0.111,0.155,105.168,Ballet
0.424,0.956,-2.884,0.0966,0.0257,8.58e-05,0.378,0.605,173.948,K-Pop
0.438,0.275,-12.096,0.0381,0.761,0.000381,0.111,0.173,118.555,Salsa
0.663,0.961,-4.737,0.0653,0.000119,0.432,0.195,0.537,124.701,Breaking
0.75,0.819,-9.839,0.0335,0.536,0.00132,0.665,0.689,116.019,Hip Hop
0.558,0.78,-3.082,0.0549,0.466,0.0,0.187,0.692,156.002,Salsa
0.357,0.0431,-25.461,0.0334,0.992,0.948,0.13,0.0698,131.976,Ballet
0.704,0.404,-8.877,0.0464,0.322,4.69e-05,0.0903,0.378,87.919,Hip Hop
0.619,0.525,-12.653,0.0391,0.707,6.33e-06,0.696,0.628,121.772,Salsa
0.617,0.672,-7.817,0.0302,0.0855,0.000125,0.052,0.931,135.518,Hip Hop
0.596,0.315,-9.175,0.0428,0.961,0.0,0.258,0.64,119.935,Contemporary
0.252,0.199,-19.536,0.0431,0.984,0.846,0.12,0.243,159.572,Ballet
0.58,0.839,-4.371,0.0372,0.00873,0.666,0.103,0.276,174.019,Breaking
0.559,0.613,-7.891,0.0343,0.231,3.47e-06,0.0742,0.213,109.947,Hip Hop
0.39,0.988,-1.877,0.145,0.0011,1.21e-05,0.228,0.199,147.158,Breaking
0.764,0.679,-3.619,0.0365,0.45,3.53e-06,0.0886,0.983,132.541,Hip Hop
0.823,0.441,-7.645,0.156,0.636,7.68e-05,0.114,0.752,135.947,Contemporary
0.788,0.752,-3.823,0.0843,0.0711,0.0,0.61,0.236,140.032,Hip Hop
0.729,0.833,-6.046,0.0544,0.0178,0.835,0.12,0.335,117.025,Hip Hop
0.89,0.691,-9.227,0.122,0.179,0.0,0.198,0.699,100.001,K-Pop
0.782,0.51,-5.724,0.0419,0.143,0.0,0.115,0.118,99.993,Hip Hop
0.528,0.649,-8.164,0.0455,0.552,0.0,0.596,0.856,97.685,Salsa
0.58,0.354,-7.218,0.0353,0.835,0.0,0.32,0.765,120.173,Salsa
0.63,0.757,-5.506,0.0588,0.18,0.0,0.108,0.391,130.035,K-Pop
0.356,0.095,-17.211,0.0394,0.974,0.906,0.132,0.0397,121.004,Ballet
0.757,0.725,-7.259,0.0275,0.399,0.0,0.108,0.965,122.439,Hip Hop
0.53,0.99,-0.587,0.0658,0.000133,0.82,0.361,0.314,173.95,Breaking
0.625,0.956,-1.966,0.0547,0.303,0.0,0.103,0.762,159.966,Salsa
0.555,0.982,-3.593,0.101,0.0884,0.0,0.198,0.501,140.012,K-Pop
0.654,0.821,-5.472,0.0264,0.00666,0.00299,0.228,0.613,111.958,Contemporary
0.857,0.427,-8.638,0.112,0.281,0.0,0.108,0.366,130.033,Hip Hop
0.416,0.97,-5.106,0.0639,0.0148,3.32e-06,0.328,0.733,175.215,Hip Hop
0.793,0.476,-15.635,0.0682,0.0673,0.941,0.104,0.0599,127.993,Breaking
0.737,0.538,-10.228,0.0448,0.000733,0.887,0.0671,0.441,124.0,Breaking
0.709,0.812,-2.497,0.119,0.108,2.11e-06,0.465,0.908,131.984,Contemporary
0.616,0.438,-5.968,0.0298,0.356,0.0,0.24,0.386,135.929,Contemporary
0.431,0.993,-2.67,0.119,0.000401,0.0,0.39,0.26,99.999,Breaking
0.598,0.839,-5.613,0.0374,0.00572,0.9,0.334,0.0371,123.015,Breaking
0.832,0.711,-6.108,0.0552,0.519,5.24e-06,0.0658,0.895,93.104,Hip Hop
0.632,0.976,-6.883,0.039,2.66e-05,0.91,0.265,0.476,137.957,Breaking
0.68,0.853,-5.671,0.0503,0.0127,0.000685,0.199,0.604,124.981,Breaking
0.585,0.564,-7.063,0.0515,0.0671,0.0,0.135,0.137,113.003,Contemporary
0.54,0.784,-2.958,0.208,0.273,0.0,0.172,0.452,86.956,K-Pop
0.527,0.907,-2.592,0.0564,0.0281,1.82e-05,0.343,0.159,155.038,Breaking
0.632,0.629,-7.392,0.0354,0.151,0.00382,0.114,0.456,87.998,Hip Hop
0.656,0.37,-5.971,0.0412,0.907,0.0,0.0913,0.455,104.349,Hip Hop
0.478,0.0669,-18.948,0.0505,0.986,0.941,0.08,0.113,132.601,Ballet
0.451,0.699,-6.659,0.0283,0.231,0.0,0.118,0.86,153.394,Contemporary
0.781,0.894,-4.909,0.0929,0.00895,0.865,0.0258,0.854,117.4,Breaking
0.773,0.533,-8.536,0.0481,0.545,0.000974,0.11,0.185,95.029,Contemporary
0.693,0.171,-15.304,0.0388,0.84,0.901,0.11,0.515,129.98,Ballet
0.51,0.964,-1.376,0.109,0.0109,7.81e-05,0.307,0.468,193.067,K-Pop
0.713,0.606,-5.718,0.0328,0.315,0.0,0.262,0.492,90.005,K-Pop
0.749,0.872,-6.384,0.098,0.249,0.93,0.111,0.644,133.988,Breaking
0.591,0.919,-3.488,0.109,0.0737,0.000339,0.312,0.804,114.954,Salsa
0.579,0.673,-8.145,0.0356,0.0901,0.911,0.378,0.0463,139.938,Ballet
0.46,0.167,-17.742,0.0345,0.892,0.939,0.359,0.734,75.19,Ballet
0.325,0.536,-6.04,0.0323,0.614,0.0,0.251,0.218,101.483,Contemporary
0.514,0.911,-2.032,0.0544,0.191,0.0,0.167,0.623,171.989,K-Pop
0.608,0.687,-7.083,0.0536,0.449,2.1e-06,0.0625,0.548,83.918,Ballet
0.754,0.711,-7.375,0.0853,0.0731,0.00383,0.13,0.626,124.993,Breaking
0.688,0.865,-8.77,0.0341,0.0111,0.491,0.226,0.439,125.01,Breaking
0.252,0.297,-12.543,0.0406,0.958,0.000202,0.135,0.172,104.224,Ballet
0.747,0.998,-5.934,0.0516,0.0207,0.705,0.058,0.724,125.989,Breaking
0.695,0.797,-4.307,0.0378,0.194,3.28e-06,0.204,0.803,103.03,Contemporary
0.796,0.545,-8.117,0.0603,0.116,0.0157,0.0812,0.62,140.013,Salsa
0.462,0.216,-19.135,0.0869,0.935,3.63e-05,0.699,0.51,85.597,Ballet
0.524,0.941,-1.498,0.0555,0.0105,0.0,0.0667,0.848,154.071,K-Pop
0.538,0.315,-10.057,0.0291,0.96,0.00596,0.0979,0.4,91.921,Contemporary
0.77,0.324,-10.911,0.0371,0.549,4.17e-05,0.104,0.508,104.523,Salsa
0.568,0.616,-5.372,0.0351,0.366,0.0,0.119,0.391,137.845,Salsa
0.445,0.445,-7.235,0.031,0.871,0.0,0.417,0.601,86.506,Salsa
0.335,0.502,-8.712,0.0498,0.867,0.000657,0.202,0.935,182.772,Salsa
0.208,0.0747,-24.345,0.0435,0.982,0.000335,0.0945,0.0627,85.701,Ballet
0.747,0.72,-10.53,0.0513,0.0151,0.00212,0.0513,0.951,140.028,Breaking
0.587,0.311,-8.987,0.0307,0.817,0.0,0.0863,0.374,113.683,Contemporary
0.804,0.835,-12.692,0.0401,0.0031,0.805,0.0719,0.91,123.003,Breaking
0.677,0.83,-6.604,0.0469,0.0438,0.312,0.0766,0.842,82.274,Hip Hop
